x,y,z
0.9482848809366432,0.8992442154130236,0.973799199494764
0.009926160214061897,9.852865659522531e-05,0.0996301170031527
0.20207208783736985,0.04083312868295372,0.44952429059770493
0.7615608601638972,0.579974943733575,0.8726745442396594
0.9477768643631793,0.8982809846221004,0.9735383219797664
0.4610493159534508,0.21256647174114487,0.679006123649449
0.9444076711971316,0.8919058494159895,0.9718063959437249
0.2902426664444123,0.0842408054247624,0.5387417437366556
0.6377307266561353,0.40670047972136236,0.7985804446993022
0.7144486822850352,0.5104369196188232,0.8452506623984599
0.37862055636088787,0.14335352569902826,0.6153215064995599
0.43489084693435154,0.18913004874727757,0.659462543996512
0.23958498749204227,0.05740096623156205,0.4894741949194485
0.071223074881128,0.005072726395522766,0.2668765161664248
0.7318746907114464,0.5356405629039753,0.8554967508479775
0.9402758664414198,0.8841187050121627,0.9696782283012338
0.8989009354278702,0.8080228917131,0.9481038632069116
0.7365248717877267,0.5424688867619273,0.8582102724785615
0.9798777753393345,0.9601604546039633,0.9898877589602442
0.8993874390997358,0.8088977656103811,0.9483603951556264
0.004811713563335984,2.3152587415591474e-05,0.0693665161539484
0.7731842602104098,0.5978139002371187,0.8793089674343199
0.487921453749649,0.23806734502917087,0.6985137462853892
0.8835023809132562,0.7805764570793924,0.939948073519626
0.9665133892786297,0.9341481316548641,0.9831141283079141
0.8360379805167176,0.6989595048664715,0.9143511253980703
0.8815594630183177,0.7771470868371446,0.9389139806277876
0.7712556500166452,0.5948352776825979,0.8782116202924243
0.7271698408104477,0.5287759773842918,0.8527425407533318
0.8816213232780425,0.7772561576585268,0.9389469225031001
0.2410136997748311,0.05808760347915243,0.490931461382168
0.5779220436554162,0.33399388854285283,0.7602118413017626
0.10054963291226204,0.010110228678790651,0.3170956210865455
0.14175446280964166,0.02009432772645008,0.3765029386467543
0.7317007810960355,0.5353860330565485,0.8553951023334395
0.6055744407325973,0.36672040326859795,0.778186636182219
0.8528674343706492,0.7273828606099736,0.9235082210628388
0.20268039262940707,0.04107934155641061,0.45020039163622133
0.21609233703356479,0.04669589812462775,0.46485732976211613
0.9549721055594458,0.9119717223966413,0.9772267421430124
0.8019805077589505,0.643172734825304,0.8955336441245245
0.22637297522006716,0.05124472390998514,0.4757866908816042
0.4922228169237086,0.24228330150031077,0.7015859298216496
0.08609356046606986,0.007412101153724828,0.2934170418807842
0.7952890598121094,0.6324846886568289,0.8917898069680487
0.20671683820866593,0.042731851198987765,0.4546612345567477
0.42344418151329155,0.1793049748574614,0.6507258881536
0.14262229585536224,0.020341119275054477,0.3776536718414932
0.8100054450687274,0.6561088210409871,0.9000030250330981
0.09882904380583057,0.009767179899574778,0.31437086984297796
0.8183072189605644,0.669626704602973,0.904603348966034
0.31872630745016406,0.10158645906081651,0.5645585066670805
0.42632583280907554,0.18175371572035184,0.6529363160439734
0.8887311713713505,0.7898430949670927,0.9427253955269003
0.05518887026193986,0.0030458114007892298,0.23492311563986176
0.0894268054251881,0.007997153528554452,0.29904314977138013
0.030357051008128355,0.0009215505459101068,0.1742327495281193
0.0791146904010458,0.006259134237253328,0.2812733375224993
0.8703717576290855,0.7575469964783436,0.932937167031674
0.13043528394934523,0.017013363298946316,0.3611582533313412
0.7485755814707603,0.5603654011742869,0.8652026245168009
0.08261709173230924,0.0068255838463048,0.28743189059724955
0.3356353942442555,0.1126511178694968,0.5793404821383151
0.2698783110271119,0.07283430276284655,0.5194981338052255
0.5308684652526375,0.28182132739969085,0.7286072091687246
0.8396730338599024,0.7050508037914929,0.9163367469767337
0.3044818715340316,0.09270921009286653,0.5517987599968232
0.5672850384301446,0.3218123148266906,0.7531832701475415
0.1896827980965945,0.03597956389375343,0.43552588682717186
0.448751408953849,0.20137782703806464,0.6698891019817004
0.41538582743567565,0.1725453856344209,0.6445043269332453
0.010934282598415002,0.00011955853594200112,0.10456712006369402
0.845040794879541,0.7140939450106465,0.9192610047639033
0.10343386777906494,0.010698565003737087,0.3216113613961188
0.35347335755266795,0.12494341449955625,0.5945362541953754
0.415009643985343,0.17223300460084115,0.6442124214770645
0.96466117015559,0.9305711732059523,0.9821716602282872
0.7269301236041785,0.5284274046031863,0.8526019725547077
0.5004601064454834,0.2504603181434246,0.7074320507621092
0.4654847796807583,0.2166760801144441,0.6822644499611263
0.5576832697674455,0.31101062937850943,0.7467819425826026
0.7350877507293164,0.5403540012722856,0.857372585711321
0.017244466146701054,0.0002973716126847187,0.1313181866563084
0.2815885969133364,0.07929213791162143,0.5306492220981167
0.1568269049999642,0.0245946781318678,0.3960137686999837
0.441320917583397,0.19476415229665148,0.6643198910038725
0.845676766145196,0.7151691927977966,0.9196068541203877
0.042336714515124885,0.0017923973959351862,0.20575887469347437
0.10073984739281894,0.010148516852728448,0.31739541173876307
0.5659789293484877,0.3203321484664604,0.7523157112200222
0.01267172792479565,0.00016057268860004587,0.11256876975784914
0.5162612603044714,0.2665256888911612,0.7185132290392929
0.9673442847688044,0.9357549652748698,0.9835366209596897
0.13656044122353428,0.01864875410716636,0.36954085190075303
0.7568411116961993,0.5728084683535388,0.8699661554889359
0.23526559642152944,0.055349900859577965,0.48504185017535284
0.12249913886947239,0.015006039023762281,0.34999876981137
0.46674949734654314,0.21785509327325067,0.6831906742239264
0.14076347617400498,0.019814356224589668,0.37518458946764455
0.3579038876194518,0.12809519277311718,0.5982506896105109
0.2587769416474328,0.06696550552839885,0.5087012302397477
0.7455082062749118,0.5557824856232364,0.8634281708833178
0.4598474401282121,0.2114596681924696,0.6781205203562358
0.7714655550881828,0.595159102687518,0.8783311192757449
0.8743943007054145,0.7645653931061108,0.9350905307537952
0.6787108492176134,0.4606484168456939,0.8238390918241337
0.5092316339605566,0.25931685702613827,0.713604676246279
0.466916773751773,0.21801127361076436,0.6833130861850759
0.6335450826756981,0.4013793717825571,0.7959554526954998
0.7570655646310241,0.5731482691500914,0.8700951468839624
0.48442212447983524,0.23466479468555698,0.6960043997560901
